NW_XIN_ENG_0192_2005_0906.10	(e / evacuate-01 :ARG2 (p4 / person))
NW_XIN_ENG_0192_2005_0906.10	(m / more :ARG3-of (h2 / have-degree-91))
PROXY_LTW_ENG_20080727_0030.12	(x2 / 100000 :op1-of (m / multiple))
PROXY_XIN_ENG_20041010_0024.12	(p2 / president :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20080919_0209.5	(l / lead-02 :ARG0 (p / person))
DF-200-192400-625_7557.11	(d / dad :ARG2-of (h / have-rel-role-91 :ARG0 (p / person)))
ENG_NA_020001_20161020_G0023FSUM_0001.5	(s / supply-01 :ARG1 (t / thing))
PROXY_NYT_ENG_20081008_0040.34	None
wb.eng_0003.12	(b / boost-01 :ARG0 (p2 / person))
nw.chtb_0305.4	(g4 / govern-01 :ARG0 (g3 / government-organization))
nw.chtb_0305.4	(c4 / cooperate-01 :ARG1-of (a5 / agree-01))
bolt12_6455_6561.21	None
PROXY_NYT_ENG_20071115_0274.20	(m / member :ARG2-of (h / have-org-role-91))
PROXY_XIN_ENG_20021123_0156.6	(m2 / minister :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person :op1-of (a / and :op2 (p3 / person :ARG0-of (h2 / have-org-role-91)) :op3 (p4 / person :ARG0-of (h3 / have-org-role-91)) :op4 (p5 / person :ARG0-of (h4 / have-org-role-91)) :op5 (p6 / person :ARG0-of (h5 / have-org-role-91))))))
NW_AFP_ENG_0018_2003_0616.7	(p2 / parent :ARG2-of (h / have-rel-role-91 :ARG0 (p / person) :ARG0 (p3 / person)))
NW_AFP_ENG_0018_2003_0616.7	(l / look-01 :ARG1 (t / thing))
wb.eng_0003.89	(u / use-01 :ARG1-of (r / refuse-01))
PROXY_NYT_ENG_20081128_0005.23	(p / price-01 :ARG2 (t2 / thing))
wb.eng_0003.59	(e / expend-01 :ARG1 (t / thing))
wb.eng_0003.59	(i / increase-01 :ARG2 (t2 / thing))
PROXY_NYT_ENG_20081128_0005.6	(r / report-01 :ARG0 (p2 / person))
PROXY_NYT_ENG_20040724_0084.18	(o / official :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
DF-200-192400-625_6304.20	(b / break-01 :mode (i / imperative))
DF-200-192400-625_6304.20	(w / work-01 :ARG1 (t / thing))
DF-200-192400-625_6304.20	(m / manage-01 :ARG1-of (p / possible-01))
NW_AFP_ENG_0009_2003_0330.5	(x0 / 10000 :op1-of (m / multiple))
NW_XIN_ENG_0196_2008_1027.5	(l / large :ARG2-of (h / have-degree-91 :ARG3 (m / most)))
wb.eng_0003.10	(r / reside-01 :ARG0 (p3 / person))
wb.eng_0003.10	(e / engineer-01 :ARG0 (p2 / person))
PROXY_XIN_ENG_20030624_0298.14	(b / bullet :ARG2-of (p / proof-02))
NW_AFP_ENG_0018_2003_0616.1	(o2 / official :ARG2-of (h2 / have-org-role-91 :ARG0 (p2 / person)))
PROXY_XIN_ENG_20040407_0026.17	(p2 / president :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_XIN_ENG_20040407_0026.17	(g2 / govern-01 :ARG0 (g / government-organization))
PROXY_XIN_ENG_20040407_0026.17	(a / and :op1 (p4 / person))
PROXY_XIN_ENG_20040407_0026.17	(l2 / launder-01 :ARG0 (p3 / person))
PROXY_NYT_ENG_20080919_0209.16	(s2 / state-01 :ARG1 (t / thing))
PROXY_XIN_ENG_20021123_0156.13	(g2 / govern-01 :ARG0 (g / government-organization))
PROXY_XIN_ENG_20030624_0298.12	(m / member :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20050716_0171.9	(l / lead-02 :ARG0 (p / person))
PROXY_NYT_ENG_20050716_0171.9	(c2 / close-13 :ARG2-of (h / have-degree-91 :ARG3 (m2 / more)))
ENG_DF_000170_20050903_C00020J0V_0001.29	(v / volunteer-01 :ARG0 (p2 / person))
PROXY_NYT_ENG_20070618_0031.11	(i / inspect-01 :ARG3-of (h2 / have-org-role-91 :ARG0 (p2 / person)))
PROXY_NYT_ENG_20070618_0031.11	(o2 / official :ARG2-of (h3 / have-org-role-91 :ARG0 (p3 / person)))
PROXY_LTW_ENG_20070831_0072.8	(r / report-01 :ARG1 (t / thing))
PROXY_LTW_ENG_20070831_0072.8	(m2 / member :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person)))
ENG_NA_020001_20161020_G0023FSVF_0001.5	(m / message-01 :ARG1 (t2 / thing))
NW_AFP_ENG_0017_2003_0607.5	(m2 / minister-01 :ARG2-of (h3 / have-org-role-91 :ARG0 (p3 / person)))
NW_AFP_ENG_0017_2003_0607.5	(p2 / president :ARG2-of (h2 / have-org-role-91 :ARG0 (p / person)))
NW_AFP_ENG_0017_2003_0607.5	(f / fertile :polarity (x3 / -))
DF-200-192400-625_7744.28	(g / good-02 :ARG2-of (h / have-degree-91 :ARG3 (m / more)))
ENG_NA_020001_20161020_G0023FSV7_0001.4	None
PROXY_NYT_ENG_20050716_0171.5	(p2 / president :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20050716_0171.5	(a3 / and :op2 (p5 / person))
PROXY_NYT_ENG_20050716_0171.5	(o / officer :ARG2-of (h2 / have-org-role-91 :ARG0 (p8 / person)))
PROXY_NYT_ENG_20050716_0171.5	(p7 / plan-01 :ARG1 (t2 / thing))
DF-200-192400-625_7806.10	(m2 / more :ARG3-of (h2 / have-degree-91))
ENG_NA_020001_20161020_G0023FSV0_0001.7	(p / pass-05 :ARG0 (y / you) :mode (i2 / imperative))
ENG_NA_020001_20161020_G0023FSV0_0001.7	(m / message-01 :ARG1 (t / thing))
wb.eng_0003.100	(c / comment-01 :ARG1 (t / thing))
wb.eng_0003.100	(i2 / invest-01 :ARG0 (p / person))
wb.eng_0003.100	(r2 / request-01 :ARG1 (t2 / thing))
PROXY_XIN_ENG_20020725_0333.9	(g / general :ARG2-of (h2 / have-org-role-91 :ARG0 (p / person)))
PROXY_XIN_ENG_20020725_0333.9	(r / report-01 :ARG1 (t / thing))
wb.eng_0003.49	(s / senator :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person)))
PROXY_XIN_ENG_20040407_0026.5	(s3 / suspect-01 :ARG2 (p / person))
PROXY_XIN_ENG_20040407_0026.5	(m / most :ARG3-of (h2 / have-degree-91))
DF-200-192400-625_7806.3	(t2 / too :ARG3-of (h / have-degree-91))
ENG_DF_000170_20050903_C00020J0V_0001.30	(p / perishable :polarity (x0 / -))
DF-200-192400-625_6304.22	(s / shut-off-03 :mode (i2 / imperative))
DF-200-192400-625_6304.22	(h2 / housemate :ARG2-of (h / have-rel-role-91 :ARG0 (p / person)))
DF-200-192400-625_6304.22	(k / keep-02 :mode (i4 / imperative) :snt2-of (m / multi-sentence))
NW_AFP_ENG_0011_2003_0417.3	(s3 / spokesman :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
DF-200-192400-625_7046.7	None
DF-200-192400-625_7046.7	(d / do-02 :ARG1 (t / thing))
DF-200-192400-625_7046.7	(f2 / friend :ARG2-of (h / have-rel-role-91 :ARG0 (p / person)))
DF-200-192400-625_7046.7	(f3 / feel-01 :ARG1 (t5 / thing :ARG1-of (r / resemble-01)))
PROXY_LTW_ENG_20070930_0021.10	(c / chairman :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_LTW_ENG_20070930_0021.10	(o3 / official :ARG2-of (h2 / have-org-role-91 :ARG0 (p3 / person)))
DF-200-192400-625_7806.14	(m / make-02 :ARG0 (t2 / thing))
bolt12_6455_6561.14	(c / create-01 :mode (i2 / imperative))
bolt12_6455_6561.14	(c2 / choose-01 :mode (i3 / imperative))
PROXY_NYT_ENG_20020406_0118.15	(g / general :ARG2-of (h2 / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20020406_0118.15	(d / director :ARG2-of (h / have-org-role-91))
PROXY_XIN_ENG_20040429_0189.38	(g2 / govern-01 :ARG0 (g / government-organization))
NW_AFP_ENG_0016_2003_0527.8	(l / lead-02 :ARG0 (p / person))
PROXY_NYT_ENG_20050716_0171.58	(o / official :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20050716_0171.58	(g2 / govern-01 :ARG0 (g / government-organization))
PROXY_NYT_ENG_20050716_0171.58	(s2 / sense-02 :polarity (x4 / -))
PROXY_XIN_ENG_20020905_0122.7	(g2 / govern-01 :ARG0 (g / government-organization))
NW_AFP_ENG_0010_2003_0401.6	(p2 / position :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
NW_AFP_ENG_0010_2003_0401.6	(s2 / serve-01 :ARG3-of (h2 / have-org-role-91))
PROXY_LTW_ENG_20070930_0021.19	(o / official :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person)))
PROXY_NYT_ENG_20050716_0171.34	(m / minister :ARG2-of (h / have-org-role-91))
PROXY_NYT_ENG_20050716_0171.34	(l / lieutenant-colonel :ARG2-of (h2 / have-org-role-91 :ARG0 (p2 / person)))
nw.chtb_0318.3	(c2 / chairman :ARG2-of (h2 / have-org-role-91 :ARG0 (p / person)))
DF-199-194215-653_0484.27	(q / quit-01 :ARG0 (y / you) :mode (i / imperative))
DF-199-194215-653_0484.27	(m / make-02 :mode (i2 / imperative))
PROXY_NYT_ENG_20050716_0171.50	(x5 / 300000 :quant-of (c2 / civilian))
PROXY_XIN_ENG_20040922_0123.3	(g2 / govern-01 :ARG0 (g / government-organization))
PROXY_XIN_ENG_20040407_0026.12	(r / record-01 :ARG1 (t / thing))
PROXY_XIN_ENG_20040407_0026.12	(b / brother :ARG2-of (h / have-rel-role-91 :ARG0 (p2 / person)))
PROXY_XIN_ENG_20020725_0113.21	(d / director :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_XIN_ENG_20021123_0156.7	(c4 / coordinate-01 :ARG0 (p3 / person))
PROXY_XIN_ENG_20021123_0156.7	(e3 / expert-01 :ARG1 (p4 / person))
PROXY_XIN_ENG_20020829_0017.6	(s / soldier :ARG2-of (h / have-org-role-91))
bolt12_6455_6561.29	(t2 / think-01 :ARG1 (t / thing))
bolt12_6455_6561.29	(e / emperor :ARG2-of (h3 / have-org-role-91 :ARG0 (p2 / person)))
bolt12_6455_6561.29	(b / before :op1 (n2 / now))
bolt12_6455_6561.29	(p4 / president :ARG2-of (h5 / have-org-role-91))
ENG_NA_020001_20161020_G0023FSVZ_0001.4	None
PROXY_XIN_ENG_20040429_0189.10	(t / think-01 :ARG0 (p2 / person))
PROXY_XIN_ENG_20040429_0189.10	(w2 / write-01 :ARG0 (p3 / person))
PROXY_LTW_ENG_20081115_0076.3	(g2 / govern-01 :ARG0 (g / government-organization))
wb.eng_0003.76	(i / invest-01 :ARG2 (t2 / thing))
NW_XIN_ENG_0190_2003_0709.1	(k / kill-01 :ARG1 (p / person))
PROXY_XIN_ENG_20041010_0024.5	(a / and :op1 (p / person))
PROXY_XIN_ENG_20041010_0024.5	(o2 / official :ARG2-of (h2 / have-org-role-91 :ARG0 (p2 / person)))
bolt12_91455_5342.1	None
ENG_DF_000170_20050903_C00020J0V_0001.2	(s / survive-01 :ARG0 (p / person))
bolt12_6455_6561.9	(a / and :op2 (p2 / person))
bolt12_6455_6561.9	(c4 / country :mod-of (p3 / person))
bolt12_6455_6561.9	(c8 / capital :ARG2-of (h2 / have-org-role-91 :ARG0 (c7 / city)))
bolt12_6455_6561.9	None
bolt12_6455_6561.9	(d / die-01 :ARG1 (p4 / person))
DF-200-192400-625_7557.6	(f / find-01 :ARG1 (t3 / thing))
DF-200-192400-625_7806.7	(s / speak-01 :ARG0 (y / you))
NW_XIN_ENG_0189_2003_0324.2	(m / most :ARG3-of (h2 / have-degree-91))
NW_XIN_ENG_0189_2003_0324.2	(c4 / capital :ARG2-of (h3 / have-org-role-91))
PROXY_XIN_ENG_20031107_0242.5	(p3 / president :ARG2-of (h / have-org-role-91))
nw.chtb_0324.7	(c / compete-01 :ARG0 (p / person))
PROXY_XIN_ENG_20021020_0012.5	(w / wound-01 :ARG1 (p3 / policeman))
PROXY_XIN_ENG_20021020_0012.5	(g3 / govern-01 :ARG0 (g2 / government-organization))
NW_XIN_ENG_0191_2005_0405.9	(x0 / 6 :quant-of (p / person))
NW_AFP_ENG_0011_2003_0417.2	(s2 / spokesman :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
NW_AFP_ENG_0011_2003_0417.2	(x0 / 25 :op1-of (b / between :op2 (x1 / 30)))
NW_AFP_ENG_0011_2003_0417.2	(s4 / south :direction-of (r / relative-position))
NW_AFP_ENG_0011_2003_0417.2	(c2 / capital :ARG2-of (h3 / have-org-role-91))
DF-200-192400-625_7046.18	(h / hope-01 :ARG0 (i / i))
PROXY_NYT_ENG_20070618_0031.19	(o / official :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
DF-200-192400-625_7046.16	(c / cause-01 :ARG0 (t / thing))
DF-200-192400-625_7046.16	(h / have-degree-91 :ARG2 (g3 / good-02) :ARG3 (m / most))
DF-200-192400-625_7046.16	(h3 / hey :mode (e2 / expressive))
PROXY_NYT_ENG_20070828_0223.8	(o / official :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20080808_0162.3	(g2 / govern-01 :ARG0 (g / government-organization))
bolt12_6455_6561.30	None
PROXY_NYT_ENG_20020406_0118.14	(g / general :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_NYT_ENG_20020406_0118.14	(r2 / rely-01 :ARG1-of (p2 / possible-01))
PROXY_LTW_ENG_20070831_0072.21	(s / state-01 :ARG0 (p / person))
PROXY_LTW_ENG_20070831_0072.21	(p4 / policy-01 :ARG1-of (m2 / make-01 :ARG0 (p3 / person)))
nw.chtb_0305.7	(p3 / premier :ARG2-of (h2 / have-org-role-91 :ARG0 (p2 / person)))
wb.eng_0003.47	(a / audit-01 :ARG0 (p / person :ARG0-of (h2 / have-org-role-91)))
wb.eng_0003.47	(r / report-01 :ARG1 (t2 / thing))
wb.eng_0003.47	(g3 / good-02 :ARG2-of (h3 / have-degree-91 :ARG3 (m / most)))
wb.eng_0003.47	(l / lobby-01 :ARG0 (p3 / person))
NW_XIN_ENG_0191_2005_0405.10	(x0 / 3 :quant-of (p / person))
PROXY_XIN_ENG_20021123_0156.4	(m / minister :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
PROXY_XIN_ENG_20021123_0156.4	(m2 / member :ARG2-of (h2 / have-org-role-91))
DF-200-192400-625_7046.13	(m2 / more :ARG3-of (h / have-quant-91))
DF-200-192400-625_7046.13	(f3 / friend :ARG2-of (h2 / have-rel-role-91 :ARG0 (p2 / person)))
DF-200-192400-625_7046.13	(f4 / friend :ARG2-of (h4 / have-rel-role-91 :ARG0 (p4 / person)))
DF-200-192400-625_7046.13	(g / good-02 :ARG2-of (h3 / have-degree-91 :ARG3 (m4 / more)))
NW_XIN_ENG_0192_2005_0906.8	(a2 / and :op2 (p2 / person))
NW_XIN_ENG_0192_2005_0906.8	(s / supervise-01 :ARG0 (p / person))
NW_XIN_ENG_0192_2005_0906.8	(r / respond-01 :ARG1 (t / thing))
NW_XIN_ENG_0192_2005_0906.8	(e2 / evacuate-01 :ARG2 (p4 / person))
ENG_NA_020001_20161020_G0023FSV1_0001.7	None
NW_XIN_ENG_0195_2008_0420.17	(o / other :mod-of (p / person))
PROXY_NYT_ENG_20050716_0171.3	(l / lead-02 :ARG0 (p / person))
bolt12_6455_6561.5	(b3 / belong-01 :ARG0 (t / thing))
PROXY_LTW_ENG_20070831_0072.12	(o2 / official :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person)))
PROXY_LTW_ENG_20070831_0072.12	(g2 / govern-01 :ARG0 (g / government-organization))
NW_AFP_ENG_0009_2003_0330.2	(o / organize-01 :ARG0 (p2 / person))
PROXY_XIN_ENG_20020725_0113.13	(m / more :ARG3-of (h / have-quant-91))
NW_XIN_ENG_0192_2005_0906.5	(e / evacuate-01 :ARG2 (p3 / person))
PROXY_XIN_ENG_20020725_0113.23	(c3 / commissioner :ARG2-of (h / have-org-role-91 :ARG0 (p2 / person)))
DF-200-192400-625_7557.25	(t3 / teach-01 :ARG3-of (h / have-org-role-91 :ARG0 (p2 / person)))
PROXY_XIN_ENG_20020905_0122.18	(g3 / govern-01 :ARG0 (g2 / government-organization))
PROXY_XIN_ENG_20030709_0070.8	(m / minister :ARG2-of (h / have-org-role-91))
PROXY_XIN_ENG_20030709_0070.8	(p5 / president :ARG2-of (h2 / have-org-role-91))
PROXY_LTW_ENG_20070930_0021.15	(d / director :ARG2-of (h / have-org-role-91 :ARG0 (p / person)))
NW_AFP_ENG_0019_2003_0630.16	(s4 / settle-03 :ARG0 (p3 / person))
DF-200-192400-625_7557.35	(r / remember-01 :mode (i / imperative))
DF-200-192400-625_7557.35	(y / you :domain-of (p / person))
DF-200-192400-625_7046.11	(i / intelligent-01 :polarity (x0 / -))
DF-200-192400-625_7046.11	(h7 / have-degree-91 :ARG1 (t6 / thing))
DF-200-192400-625_7046.11	(e4 / experience-01 :ARG1 (t7 / thing))
DF-200-192400-625_7046.11	None
DF-200-192400-625_7046.11	(m6 / motivate-01 :polarity (x5 / -))
DF-200-192400-625_7046.11	None
DF-200-192400-625_7046.11	(f3 / feel-01 :ARG1 (t4 / thing))
DF-200-192400-625_7046.11	(h5 / have-degree-91 :ARG3 (m8 / more))
DF-200-192400-625_7046.11	(k / kind-01 :polarity (x6 / -))
DF-200-192400-625_6304.25	(t / try-01 :mode (i3 / imperative))
PROXY_NYT_ENG_20070828_0223.6	(r / resolve-01 :polarity (x0 / -))
PROXY_NYT_ENG_20050716_0171.30	(g2 / govern-01 :ARG0 (g / government-organization))
ENG_NA_020001_20161020_G0023FSUO_0001.8	(h / help-01 :ARG0 (y / you) :mode (i / imperative))
NW_XIN_ENG_0189_2003_0324.5	(c2 / capital :ARG2-of (h3 / have-org-role-91))
wb.eng_0003.84	(p / person :ARG1-of (i / include-91))
PROXY_XIN_ENG_20021123_0156.16	(m / member :ARG2-of (h / have-org-role-91 :ARG0 (s5 / state)))
PROXY_LTW_ENG_20070930_0021.29	(g2 / govern-01 :ARG0 (g / government-organization))
bolt12_91455_5332.1	(p2 / perform-01 :ARG0 (p / person))
PROXY_LTW_ENG_20070930_0021.4	(p2 / proliferate-01 :polarity (x2 / -))
bolt12_6455_6567.1	(g / go-01 :mode (i / imperative))
