PROXY_XIN_ENG_20040922_0123.12	just-02	:ARG0	world
NW_AFP_ENG_0012_2003_0419.4	overflow-01	:ARG1	wadi
PROXY_XIN_ENG_20040429_0189.40	strain-01	:ARG0	construct-01
ENG_NA_020001_20161020_G0023FSW4_0001.6	thirst-01	:ARG0	we
NW_XIN_ENG_0195_2008_0420.8	inundate-01	:ARG2	mud
PROXY_NYT_ENG_20070618_0031.17	resume-01	:ARG2	timetable
PROXY_NYT_ENG_20040724_0084.17	secure-01	:ARG3	plan
DF-200-192400-625_6304.18	ease-02	:ARG0	you
nw.chtb_0324.14	dive-01	:ARG0	woman
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG0	person
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG1	ship
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG2	approximately
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG3	pirate
DF-200-192400-625_6304.8	pile-01	:ARG1	all
PROXY_XIN_ENG_20020725_0113.14	fight-off-02	:ARG0	police
PROXY_XIN_ENG_20020725_0113.14	fight-off-02	:ARG1	person
bolt12_64556_5627.1	compose-02	:ARG0	i
bolt12_64556_5627.1	compose-02	:ARG1	poem
PROXY_NYT_ENG_20050716_0171.5	worry-01	:ARG2	thing
PROXY_NYT_ENG_20050716_0171.5	repel-01	:ARG0	civilian
PROXY_NYT_ENG_20050716_0171.5	repel-01	:ARG1	invade-01
bolt12_6455_6562.11	tremble-01	:ARG1	piece
nw.chtb_0318.8	cultivate-01	:ARG0	athlete
PROXY_LTW_ENG_20070930_0021.11	admit-02	:ARG0	propose-01
DF-200-192400-625_7744.1	leave-behind-18	:ARG0	i
bolt12_91455_5322.1	frame-02	:ARG1	person
PROXY_NYT_ENG_20081128_0005.16	stockpile-01	:ARG0	and
PROXY_NYT_ENG_20040724_0084.39	ranch-01	:ARG0	person
ENG_DF_000170_20050903_C00020J0V_0001.44	drop-off-03	:ARG1	supply-01
ENG_DF_000170_20050903_C00020J0V_0001.44	drop-off-03	:ARG2	church
ENG_DF_000170_20050903_C00020J0V_0001.44	street-address-91	:ARG5	state
PROXY_XIN_ENG_20021123_0156.20	enhance-01	:ARG2	organization
PROXY_NYT_ENG_20050716_0171.4	repel-01	:ARG0	person
PROXY_NYT_ENG_20050716_0171.4	repel-01	:ARG1	invade-01
PROXY_XIN_ENG_20020701_0314.13	bribe-01	:ARG2	switch-01
PROXY_XIN_ENG_20020701_0314.13	culminate-01	:ARG1	event
PROXY_XIN_ENG_20020701_0314.13	culminate-01	:ARG2	resign-01
DF-200-192400-625_7557.5	cut-01	:ARG3	and
DF-200-192400-625_7557.5	rob-01	:ARG2	staple
bolt12_6455_6562.17	fall-05	:ARG2	country
PROXY_XIN_ENG_20020725_0113.23	combat-01	:ARG2	activity-06
PROXY_XIN_ENG_20020725_0113.18	flexible-03	:ARG1	environment
PROXY_NYT_ENG_20081128_0005.5	stockpile-01	:ARG0	criminal-organization
PROXY_NYT_ENG_20050716_0171.60	roll-back-04	:ARG0	person
PROXY_NYT_ENG_20050716_0171.60	roll-back-04	:ARG1	and
PROXY_XIN_ENG_20030428_0226.15	string-01	:ARG1	mine
wb.eng_0003.85	develop-02	:ARG3	we
NW_AFP_ENG_0019_2003_0630.5	shed-03	:ARG1	blood
DF-200-192400-625_7046.9	socialize-01	:ARG0	person
PROXY_NYT_ENG_20050716_0171.55	coin-01	:ARG1	term
PROXY_NYT_ENG_20050716_0171.55	coin-01	:ARG0	person
NW_AFP_ENG_0019_2003_0630.11	transform-01	:ARG3	ordeal
NW_AFP_ENG_0019_2003_0630.11	trip-03	:ARG2	north
NW_AFP_ENG_0019_2003_0630.11	grind-05	:ARG0	ordeal
bolt12_6455_6562.13	compose-02	:ARG0	i
bolt12_6455_6562.13	compose-02	:ARG1	poem
PROXY_XIN_ENG_20030428_0226.12	maintain-01	:ARG2	system
DF-200-192400-625_6344.33	spit-01	:ARG1	person
NW_AFP_ENG_0017_2003_0607.8	brace-01	:ARG0	state
NW_AFP_ENG_0017_2003_0607.8	brace-01	:ARG2	drought
nw.chtb_0325.7	dive-01	:ARG0	man
DF-200-192400-625_7557.27	bottle-up-02	:ARG1	it
bolt12_6455_6561.25	exempt-01	:ARG0	country
bolt12_6455_6562.9	preempt-01	:ARG0	strike-01
NW_AFP_ENG_0019_2003_0630.21	man-01	:ARG0	country
wb.eng_0003.99	congest-01	:ARG2	traffic
PROXY_NYT_ENG_20080808_0162.8	reach-03	:ARG1	military
PROXY_XIN_ENG_20041219_0059.20	leverage-01	:ARG0	university
PROXY_XIN_ENG_20041219_0059.20	leverage-01	:ARG1	relation-03
wb.eng_0003.83	widen-01	:ARG1	road
wb.eng_0003.83	zone-01	:ARG1	thing
wb.eng_0003.83	funnel-01	:ARG1	thing
ENG_DF_000170_20050903_C00020J0V_0001.37	take-in-06	:ARG0	we
ENG_DF_000170_20050903_C00020J0V_0001.37	take-in-06	:ARG1	man
bolt12_6455_6561.21	flourish-01	:ARG1	nation
PROXY_LTW_ENG_20080727_0030.13	discount-02	:ARG0	person
ENG_DF_000170_20050903_C00020J0V_0001.42	loose-03	:ARG1	tee-shirt
NW_XIN_ENG_0209_2008_0513.16	erase-01	:ARG1	village
NW_AFP_ENG_0019_2003_0630.6	take-up-38	:ARG0	police
NW_AFP_ENG_0019_2003_0630.6	take-up-38	:ARG1	position
PROXY_XIN_ENG_20041219_0059.4	commercialize-01	:ARG1	research-01
PROXY_XIN_ENG_20021123_0156.10	mastermind-01	:ARG0	and
PROXY_XIN_ENG_20021123_0156.10	mastermind-01	:ARG1	attack-01
NW_AFP_ENG_0016_2003_0527.1	telephone-01	:ARG2	tell-01
NW_AFP_ENG_0016_2003_0527.1	telephone-01	:ARG0	person
NW_AFP_ENG_0016_2003_0527.1	telephone-01	:ARG1	person
PROXY_NYT_ENG_20071115_0274.8	devise-01	:ARG1	control-01
bolt12_6455_6562.22	look-over-06	:ARG1	flag
DF-200-192400-625_6304.14	drop-out-04	:ARG1	university
DF-200-192400-625_7557.7	tempt-01	:ARG3	or
wb.eng_0003.19	lag-01	:ARG2	or
wb.eng_0003.89	regular-02	:ARG2	hour
bolt12_6455_6562.14	paint-01	:ARG0	you
bolt12_6455_6562.14	paint-01	:ARG1	lip
DF-200-192400-625_7046.13	medicate-01	:ARG0	person
DF-200-192400-625_7046.13	medicate-01	:ARG1	person
PROXY_XIN_ENG_20041219_0059.12	complement-01	:ARG1	university
PROXY_XIN_ENG_20041219_0059.12	complement-01	:ARG2	strong-02
nw.chtb_0318.9	deepen-01	:ARG0	delegation
nw.chtb_0318.9	deepen-01	:ARG1	friendship
PROXY_LTW_ENG_20070831_0072.6	mask-01	:ARG1	effort-01
PROXY_LTW_ENG_20070831_0072.6	mask-01	:ARG2	program
DF-200-192400-625_6344.5	burst-out-04	:ARG1	thing
DF-200-192400-625_6344.5	burst-out-04	:ARG0	she
NW_AFP_ENG_0014_2003_0502.2	sell-off-04	:ARG0	group-01
PROXY_LTW_ENG_20081115_0076.8	reaffirm-01	:ARG0	community
PROXY_LTW_ENG_20081115_0076.8	reaffirm-01	:ARG1	important-01
PROXY_LTW_ENG_20081115_0076.8	work-06	:ARG4	sanction-02
PROXY_NYT_ENG_20020406_0118.17	scare-01	:ARG2	threaten-01
NW_AFP_ENG_0019_2003_0630.20	cross-01	:ARG0	border
NW_AFP_ENG_0019_2003_0630.20	cross-01	:ARG1	country
PROXY_NYT_ENG_20081008_0040.33	unload-02	:ARG1	ship
PROXY_NYT_ENG_20081008_0040.33	unload-02	:ARG2	weapon
ENG_DF_000170_20050903_C00020J0V_0001.45	bottle-01	:ARG1	water
ENG_DF_000170_20050903_C00020J0V_0001.57	meet-05	:ARG0	person
ENG_DF_000170_20050903_C00020J0V_0001.57	meet-05	:ARG1	need-01
bolt12_6455_6562.20	tender-02	:ARG1	youth
PROXY_NYT_ENG_20020406_0118.6	turn-off-07	:ARG0	person
PROXY_NYT_ENG_20020406_0118.6	turn-off-07	:ARG1	electricity
DF-200-192400-625_7806.9	have-eye-on-05	:ARG0	i
DF-200-192400-625_7806.9	have-eye-on-05	:ARG1	anxiety
ENG_NA_020001_20161020_G0023FSUK_0001.5	count-03	:ARG2	assist-01
bolt12_6455_6561.34	sound-02	:ARG1	horn
nw.chtb_0324.4	skillful-01	:ARG1	person
NW_AFP_ENG_0011_2003_0417.5	black-06	:ARG1	magic
PROXY_XIN_ENG_20041010_0024.8	seat-01	:ARG2	organization
PROXY_NYT_ENG_20080808_0162.16	relent-01	:ARG0	and
PROXY_XIN_ENG_20040407_0026.9	blacklist-01	:ARG1	person
PROXY_NYT_ENG_20040724_0084.35	inaugurate-02	:ARG0	country
PROXY_NYT_ENG_20040724_0084.35	inaugurate-02	:ARG1	system
PROXY_LTW_ENG_20070831_0072.16	cede-01	:ARG0	organization
PROXY_LTW_ENG_20070831_0072.16	cede-01	:ARG2	country
bolt12_64556_5628.1	bump-02	:ARG5	up
NW_AFP_ENG_0011_2003_0417.7	black-06	:ARG1	magic
DF-199-194215-653_0484.17	get-through-12	:ARG1	you
NW_AFP_ENG_0009_2003_0330.1	study-01	:ARG2	university
NW_AFP_ENG_0009_2003_0330.1	spell-out-03	:ARG0	character
NW_AFP_ENG_0009_2003_0330.1	spell-out-03	:ARG1	war-01
bolt12_6455_6561.9	experiment-01	:ARG2	method
bolt12_6455_6561.9	kill-off-02	:ARG0	battle-01
bolt12_6455_6561.9	kill-off-02	:ARG1	everything
PROXY_XIN_ENG_20020725_0113.12	net-03	:ARG1	person
PROXY_NYT_ENG_20040724_0084.10	dissuade-01	:ARG0	country
PROXY_NYT_ENG_20040724_0084.10	dissuade-01	:ARG1	person
PROXY_NYT_ENG_20040724_0084.10	dissuade-01	:ARG2	sign-01
DF-199-194215-653_0484.28	text-01	:ARG2	you
PROXY_NYT_ENG_20050716_0171.41	mark-02	:ARG2	weapon
PROXY_NYT_ENG_20050716_0171.41	mark-02	:ARG0	military
bolt12_91455_5338.1	prostitute-01	:ARG1	person
bolt12_91455_5338.1	prostitute-01	:ARG1	person
PROXY_NYT_ENG_20070618_0031.11	hold-04	:ARG2	person
DF-200-192400-625_7806.3	panic-01	:ARG0	thing
DF-200-192400-625_7806.3	come-to-mind-09	:ARG1	thing
DF-200-192400-625_7806.3	come-to-mind-09	:ARG0	i
DF-200-192400-625_7806.3	ring-01	:ARG1	bell
NW_AFP_ENG_0019_2003_0630.8	rein-in-01	:ARG1	group
NW_XIN_ENG_0192_2005_0906.4	assemble-02	:ARG0	person
NW_XIN_ENG_0192_2005_0906.4	assemble-02	:ARG1	person
NW_XIN_ENG_0192_2005_0906.4	assemble-02	:ARG0	person
NW_XIN_ENG_0192_2005_0906.4	assemble-02	:ARG1	person
PROXY_LTW_ENG_20070930_0021.6	sign-on-04	:ARG0	state
PROXY_LTW_ENG_20070930_0021.6	sign-on-04	:ARG1	rule
PROXY_XIN_ENG_20031107_0242.5	schedule-01	:ARG2	date-entity
ENG_NA_020001_20161020_G0023FSUQ_0001.4	deliver-101	:ARG1	child
ENG_NA_020001_20161020_G0023FSUQ_0001.4	intersect-01	:ARG0	road
ENG_NA_020001_20161020_G0023FSUQ_0001.4	intersect-01	:ARG1	road
PROXY_LTW_ENG_20070831_0072.21	dissuade-01	:ARG0	little
PROXY_LTW_ENG_20070831_0072.21	dissuade-01	:ARG1	person
PROXY_LTW_ENG_20070831_0072.21	dissuade-01	:ARG2	move-01
PROXY_XIN_ENG_20020725_0333.4	disclose-01	:ARG0	document
DF-200-192400-625_7046.11	appointment-02	:ARG1	service
DF-200-192400-625_7046.11	kind-01	:ARG2	you
DF-200-192400-625_7046.11	kind-01	:ARG2	you
PROXY_NYT_ENG_20070618_0031.14	wire-01	:ARG1	fund
PROXY_NYT_ENG_20070618_0031.14	wire-01	:ARG2	company
DF-199-194215-653_0484.15	cave-01	:ARG1	you
DF-200-192400-625_7806.4	bug-01	:ARG0	this
DF-200-192400-625_7806.4	bug-01	:ARG1	i
PROXY_XIN_ENG_20040429_0189.5	purpose-01	:ARG1	advance-01
PROXY_NYT_ENG_20040724_0084.25	prompt-02	:ARG0	deteriorate-01
PROXY_NYT_ENG_20040724_0084.25	prompt-02	:ARG1	government-organization
PROXY_NYT_ENG_20040724_0084.25	prompt-02	:ARG2	act-02
PROXY_NYT_ENG_20040724_0084.25	deteriorate-01	:ARG0	situation
PROXY_NYT_ENG_20050716_0171.37	subvert-01	:ARG0	force
PROXY_NYT_ENG_20050716_0171.37	menace-01	:ARG0	person
DF-199-194215-653_0484.4	possessive-03	:ARG0	he
NW_XIN_ENG_0209_2008_0513.8	cry-out-03	:ARG0	he
nw.chtb_0324.15	win-01	:ARG3	country
ENG_NA_020001_20161020_G0023FSUY_0001.4	crawl-01	:ARG0	we
PROXY_NYT_ENG_20081008_0040.11	encircle-01	:ARG1	armada
PROXY_NYT_ENG_20081008_0040.11	encircle-01	:ARG2	pirate
DF-200-192400-625_7557.3	scar-01	:ARG1	leg
DF-200-192400-625_7557.3	slit-01	:ARG0	i
DF-200-192400-625_7557.3	slit-01	:ARG1	leg
DF-200-192400-625_7557.3	bleed-01	:ARG0	i
bolt12_6455_6562.26	shut-01	:ARG0	person
PROXY_NYT_ENG_20080919_0209.22	ridicule-01	:ARG0	clip
PROXY_NYT_ENG_20080919_0209.22	ridicule-01	:ARG1	fatwa
wb.eng_0003.23	zoom-01	:ARG1	liability
wb.eng_0003.23	zoom-01	:ARG4	past
DF-199-194215-653_0484.7	get-along-18	:ARG2	he
NW_AFP_ENG_0017_2003_0607.7	reel-01	:ARG1	country
NW_AFP_ENG_0017_2003_0607.7	reel-01	:ARG2	heatwave
PROXY_XIN_ENG_20021123_0156.19	dialogue-01	:ARG0	and
PROXY_XIN_ENG_20021123_0156.19	dialogue-01	:ARG2	organization
PROXY_NYT_ENG_20081128_0005.6	prepare-01	:ARG3	release-01
PROXY_NYT_ENG_20040724_0084.43	run-04	:ARG3	country
PROXY_NYT_ENG_20040724_0084.43	run-04	:ARG4	country
NW_AFP_ENG_0014_2003_0502.10	reshape-01	:ARG0	group
ENG_NA_020001_20161020_G0023FSW9_0001.4	medicate-01	:ARG1	they
NW_XIN_ENG_0189_2003_0324.5	sound-02	:ARG1	siren
DF-200-192400-625_7806.10	have-eye-on-05	:ARG0	you
DF-200-192400-625_7806.10	have-eye-on-05	:ARG1	anxiety
DF-200-192400-625_7806.10	tense-01	:ARG1	you
PROXY_XIN_ENG_20020725_0113.11	confirm-01	:ARG2	publication
PROXY_XIN_ENG_20040922_0123.8	maintain-01	:ARG2	and
PROXY_XIN_ENG_20030624_0298.4	characterize-01	:ARG0	person
PROXY_XIN_ENG_20030624_0298.4	fight-off-02	:ARG1	terrorism
PROXY_NYT_ENG_20080919_0209.4	deface-01	:ARG1	website
PROXY_NYT_ENG_20050716_0171.47	coup-01	:ARG1	person
wb.eng_0003.84	wonderful-03	:ARG2	person
wb.eng_0003.84	bottleneck-01	:ARG0	lack-01
wb.eng_0003.84	bottleneck-01	:ARG1	and
DF-200-192400-625_7046.6	meditate-01	:ARG0	i
DF-200-192400-625_7046.6	general-02	:ARG2	i
DF-200-192400-625_7046.6	beat-02	:ARG1	thing
DF-200-192400-625_7046.6	beat-02	:ARG2	i
nw.chtb_0319.1	handicap-01	:ARG1	athlete
PROXY_NYT_ENG_20081128_0005.19	devalue-01	:ARG0	surplus
NW_AFP_ENG_0013_2003_0427.7	utter-01	:ARG0	person
PROXY_XIN_ENG_20040403_0262.13	uneasy-01	:ARG1	government-organization
PROXY_XIN_ENG_20040403_0262.13	uneasy-01	:ARG2	and
bolt12_6455_6562.24	drink-01	:ARG2	ocean
wb.eng_0003.61	locate-01	:ARG0	business
PROXY_NYT_ENG_20070828_0223.7	allay-01	:ARG0	plan
PROXY_NYT_ENG_20070828_0223.7	allay-01	:ARG1	suspect-01
ENG_DF_000170_20050903_C00020J0V_0001.58	intersect-01	:ARG0	street-address-91
ENG_DF_000170_20050903_C00020J0V_0001.58	intersect-01	:ARG1	road
NW_AFP_ENG_0013_2003_0427.4	tear-down-05	:ARG0	person
NW_AFP_ENG_0013_2003_0427.4	tear-down-05	:ARG1	billboard
DF-200-192400-625_6677.1	dull-01	:ARG1	personality
NW_AFP_ENG_0017_2003_0607.6	retort-01	:ARG0	person
NW_AFP_ENG_0017_2003_0607.6	retort-01	:ARG2	contempt
PROXY_LTW_ENG_20080727_0030.15	assemble-01	:ARG0	country
PROXY_XIN_ENG_20020905_0122.16	complement-01	:ARG1	campaign-01
PROXY_XIN_ENG_20020905_0122.16	complement-01	:ARG2	activity-06
NW_AFP_ENG_0016_2003_0527.4	touch-on-04	:ARG0	they
PROXY_XIN_ENG_20030428_0226.5	dialogue-01	:ARG0	person
PROXY_XIN_ENG_20030428_0226.5	dialogue-01	:ARG1	deal-01
PROXY_XIN_ENG_20030428_0226.5	dialogue-01	:ARG2	person
nw.chtb_0325.2	dive-01	:ARG0	team
nw.chtb_0318.6	bolster-01	:ARG0	speech
NW_XIN_ENG_0209_2008_0513.19	queue-01	:ARG0	it
DF-200-192400-625_7046.4	esteem-01	:ARG0	i
DF-200-192400-625_7046.4	quiet-03	:ARG1	i
PROXY_LTW_ENG_20070831_0072.15	audit-01	:ARG1	material
NW_AFP_ENG_0013_2003_0427.10	late-03	:ARG1	person
NW_AFP_ENG_0013_2003_0427.10	settle-01	:ARG1	feud-01
NW_AFP_ENG_0013_2003_0427.10	feud-01	:ARG2	land
PROXY_NYT_ENG_20050716_0171.28	work-out-05	:ARG1	deal-01
nw.chtb_0324.8	coach-01	:ARG1	team
nw.chtb_0324.8	dive-01	:ARG0	team
PROXY_NYT_ENG_20050716_0171.8	charge-06	:ARG0	person
PROXY_NYT_ENG_20050716_0171.8	charge-06	:ARG1	intend-01
PROXY_NYT_ENG_20050716_0171.8	pose-01	:ARG1	counterweight
PROXY_NYT_ENG_20050716_0171.8	militarize-01	:ARG2	counterweight
PROXY_XIN_ENG_20011006_0073.6	enlist-01	:ARG2	leave-11
PROXY_NYT_ENG_20020406_0118.40	tug-02	:ARG0	and
PROXY_NYT_ENG_20080808_0162.19	mobilize-01	:ARG0	country
PROXY_XIN_ENG_20020905_0122.15	cordon-01	:ARG1	area
PROXY_XIN_ENG_20020905_0122.15	cordon-01	:ARG0	person
NW_AFP_ENG_0014_2003_0502.1	beleaguer-01	:ARG1	group
NW_XIN_ENG_0209_2008_0513.1	recount-01	:ARG0	person
NW_XIN_ENG_0192_2005_0906.3	aftermath-01	:ARG2	bring-01
NW_XIN_ENG_0192_2005_0906.3	aftermath-01	:ARG1	hurricane
bolt12_6455_6562.4	break-01	:ARG2	missile
PROXY_LTW_ENG_20081115_0076.18	evade-01	:ARG0	reactor
wb.eng_0003.68	intertwine-01	:ARG1	they
DF-200-192400-625_7557.2	slit-01	:ARG0	i
DF-200-192400-625_7557.2	slit-01	:ARG1	finger
PROXY_LTW_ENG_20081115_0076.4	conclude-02	:ARG2	agree-01
PROXY_NYT_ENG_20071115_0274.9	notify-01	:ARG2	violate-01
bolt12_6455_6561.12	cry-02	:ARG1	tear
bolt12_6455_6561.12	stream-01	:ARG1	tear
bolt12_6455_6561.12	boil-01	:ARG1	blood
NW_XIN_ENG_0195_2008_0420.13	swell-01	:ARG0	rain-01
NW_XIN_ENG_0195_2008_0420.13	exude-01	:ARG1	water
wb.eng_0003.82	zone-01	:ARG1	it
PROXY_NYT_ENG_20040724_0084.15	assess-01	:ARG2	and
wb.eng_0003.43	pave-02	:ARG0	you
wb.eng_0003.43	pave-02	:ARG1	way
wb.eng_0003.43	pave-02	:ARG2	out-06
nw.chtb_0325.3	occupy-01	:ARG2	score-01
PROXY_XIN_ENG_20030428_0226.11	deepen-01	:ARG0	country
PROXY_XIN_ENG_20030428_0226.11	deepen-01	:ARG1	intensify-01
PROXY_XIN_ENG_20030428_0226.11	intensify-01	:ARG0	country
PROXY_NYT_ENG_20081128_0005.15	depress-02	:ARG0	glut
PROXY_NYT_ENG_20081128_0005.15	depress-02	:ARG1	thing
bolt12_9145_5532.1	low-03	:ARG1	profession
PROXY_XIN_ENG_20040403_0262.16	acquaint-01	:ARG1	thing
DF-200-192400-625_7200.16	drill-02	:ARG2	it
PROXY_XIN_ENG_20011006_0073.11	recruit-01	:ARG2	or
PROXY_XIN_ENG_20011006_0073.4	recruit-01	:ARG2	or
bolt12_91455_5310.1	embrace-02	:ARG0	someone
