#	Sentence	Annotation	Comments
11	The delivery truck zoomed by the school bus because it was going so fast.	"(z / zoom-01
      :ARG1 (t / truck
            :purpose (d / deliver-01))
      :prep-by (b / bus
            :mod (s / school))
      :ARG1-of (c / cause-01
            :ARG0 (g / go-01
                  :ARG1 t
                  :manner (f / fast-02
                        :degree (s2 / so)))))"	
12	The delivery truck zoomed by the school bus because it was going so slow.	"(z / zoom-01
      :ARG1 (t / truck
            :purpose (d / deliver-01))
      :prep-by (b / bus
            :mod (s / school))
      :ARG1-of (c / cause-01
            :ARG0 (g / go-01
                  :ARG1 b
                  :manner (s2 / slow-05
                        :degree (s3 / so)))))"	
13	Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.	"(f / feel-01
      :ARG0 (p / person :name (n / name :op1 ""Frank""))
      :ARG1 (v / vindicate-01
            :ARG1 p)
      :time (r / reveal-01
            :ARG0 (p2 / person :name (n2 / name :op1 ""Bill"")
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 p
                        :ARG2 (r2 / rival
                              :duration (l / longtime))))
            :ARG1 (w / win-01
                  :ARG0 p
                  :ARG2 (c / competition))))"	
14	Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.	"(f / feel-01
      :ARG0 (p / person :name (n / name :op1 ""Frank""))
      :ARG1 (c2 / crush
            :ARG1 p)
      :time (r / reveal-01
            :ARG0 (p2 / person :name (n2 / name :op1 ""Bill"")
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 p
                        :ARG2 (r2 / rival
                              :duration (l / longtime))))
            :ARG1 (w / win-01
                  :ARG0 p2
                  :ARG2 (c / competition))))"	
15	The man couldn't lift his son because he was so weak.	"(p / possible-01 :polarity -
      :ARG1 (l / lift-01
            :ARG0 (m / man)
            :ARG1 (s / son
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 m)))
      :ARG1-of (c / cause-01
            :ARG0 (w / weak-02
                  :ARG1 m
                  :degree (s2 / so))))"	weak-02 doesn't say anything about physical strength
16	The man couldn't lift his son because he was so heavy.	"(p / possible-01 :polarity -
      :ARG1 (l / lift-01
            :ARG0 (m / man)
            :ARG1 (s / son
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 m)))
      :ARG1-of (c / cause-01
            :ARG0 (h2 / heavy-01
                  :ARG1 s
                  :degree (s2 / so))))"	"added a predicate number for ""heavy"""
17	The large ball crashed right through the table because it was made of steel.	"(c / crash-01
      :ARG0 (b / ball
            :mod (l / large))
      :path (t / table
            :mod (r / right-yy))
      :ARG1-of (c2 / cause-01
            :ARG0 (m / make-01
                  :ARG1 b
                  :ARG2 (s / steel))))"	
18	The large ball crashed right through the table because it was made of styrofoam.	"(c / crash-01
      :ARG0 (b / ball
            :mod (l / large))
      :path (t / table
            :mod (r / right-yy))
      :ARG1-of (c2 / cause-01
            :ARG0 (m / make-01
                  :ARG1 t
                  :ARG2 (s / styrofoam))))"	
19	John couldn't see the stage with Billy in front of him because he is so short.	"(p / possible-01 :polarity -
      :ARG1 (s / see-01
            :ARG0 (p2 / person :name (n / name :op1 ""John""))
            :ARG1 (s2 / stage))
      :ARG1-of (c / cause-01
            :ARG0 (s3 / short-07
                  :ARG1 p2
                  :degree (s4 / so)))
      :ARG1-of (c2 / cause-01
            :ARG1 (b / be-located-at-91
                  :ARG1 (p3 / person :name (n2 / name :op1 ""Billy""))
                  :ARG2 (i2 / in-front-of
                        :op1 p2))))"	
20	John couldn't see the stage with Billy in front of him because he is so tall.	"(p / possible-01 :polarity -
      :ARG1 (s / see-01
            :ARG0 (p2 / person :name (n / name :op1 ""John""))
            :ARG1 (s2 / stage))
      :ARG1-of (c / cause-01
            :ARG0 (t / tall
                  :ARG1 p3
                  :degree (s4 / so)))
      :ARG1-of (c2 / cause-01
            :ARG1 (b / be-located-at-91
                  :ARG1 (p3 / person :name (n2 / name :op1 ""Billy""))
                  :ARG2 (i2 / in-front-of
                        :op1 p2))))"	
21	Tom threw his schoolbag down to Ray after he reached the top of the stairs.	"(t / throw-01
      :ARG0 (p / person :name (n / name :op1 ""Tom""))
      :ARG1 (b / bag
            :purpose (s / school))
      :ARG2 (p2 / person :name (n2 / name :op1 ""Ray""))
      :direction (d / down)
      :time (a / after
            :op1 (r / reach-01
                  :ARG0 p
                  :ARG1 (t2 / top
                        :part-of (s2 / stairs)))))"	
22	Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.	"(t / throw-01
      :ARG0 (p / person :name (n / name :op1 ""Tom""))
      :ARG1 (b / bag
            :purpose (s / school))
      :ARG2 (p2 / person :name (n2 / name :op1 ""Ray""))
      :direction (d / down)
      :time (a / after
            :op1 (r / reach-01
                  :ARG0 p2
                  :ARG1 (b2 / bottom
                        :part-of (s2 / stairs)))))"	
23	Although they ran at about the same speed, Sue beat Sally because she had such a good start.	"(b / beat-03
      :ARG0 (p / person :name (n / name :op1 ""Sue""))
      :ARG1 (p2 / person :name (n2 / name :op1 ""Sally""))
      :ARG1-of (c / cause-01
            :ARG0 (h / have-06
                  :ARG0 p
                  :ARG1 (s / start-01
                        :ARG1-of (g / good-02
                              :mod (s2 / such)))))
      :concession (s3 / same-01
            :ARG1 p
            :ARG2 p2
            :ARG3 (s4 / speed
                  :mod (r / run-02))
            :degree (a / about)))"	
24	Although they ran at about the same speed, Sue beat Sally because she had such a bad start.	"(b / beat-03
      :ARG0 (p / person :name (n / name :op1 ""Sue""))
      :ARG1 (p2 / person :name (n2 / name :op1 ""Sally""))
      :ARG1-of (c / cause-01
            :ARG0 (h / have-06
                  :ARG0 p2
                  :ARG1 (s / start-01
                        :ARG1-of (b2 / bad
                              :mod (s2 / such)))))
      :concession (s3 / same-01
            :ARG1 p
            :ARG2 p2
            :ARG3 (s4 / speed
                  :mod (r / run-02))
            :degree (a / about)))"	
25	The sculpture rolled off the shelf because it wasn't anchored.	"(r / roll-01
      :ARG1 (s / sculpture)
      :direction (o / off
            :op1 (s2 / shelf))
      :ARG1-of (c / cause-01
            :ARG0 (a / anchor-01 :polarity -
                  :ARG1 s)))"	
26	The sculpture rolled off the shelf because it wasn't level.	"(r / roll-01
      :ARG1 (s / sculpture)
      :direction (o / off
            :op1 (s2 / shelf))
      :ARG1-of (c / cause-01
            :ARG0 (l / level-04 :polarity -
                  :ARG1 s2)))"	
27	Sam's drawing was hung just above Tina's and it did look much better with another one below it.	"(a / and
      :op1 (h / hang-01
            :ARG1 (d / drawing
                  :poss (p / person :name (n / name :op1 ""Sam"")))
            :location (a2 / above
                  :op1 (d2 / drawing
                        :poss (p2 / person :name (n2 / name :op1 ""Tina"")))
                  :mod (j / just)))
      :op2 (l / look-02
            :ARG0 d
            :ARG1 (g / good-02
                  :ARG2-of (h2 / have-degree-91
                        :ARG3 (m / more
                              :quant (m2 / much))))
            :prep-with (d3 / drawing
                  :mod (a3 / another)
                  :location (b / below
                        :op1 d))))"	
28	Sam's drawing was hung just above Tina's and it did look much better with another one above it.	"(a / and
      :op1 (h / hang-01
            :ARG1 (d / drawing
                  :poss (p / person :name (n / name :op1 ""Sam"")))
            :location (a2 / above
                  :op1 (d2 / drawing
                        :poss (p2 / person :name (n2 / name :op1 ""Tina"")))
                  :mod (j / just)))
      :op2 (l / look-02
            :ARG0 d2
            :ARG1 (g / good-02
                  :ARG2-of (h2 / have-degree-91
                        :ARG3 (m / more
                              :quant (m2 / much))))
            :prep-with (d3 / drawing
                  :mod (a3 / another)
                  :location (a4 / above
                        :op1 d2))))"	
29	Anna did a lot better than her good friend Lucy on the test because she had studied so hard.	"(h / have-degree-91
      :ARG1 (d / do-02
            :ARG0 (p / person :name (n / name :op1 ""Anna""))
            :ARG2 (t / test))
      :ARG2 (g / good-02)
      :ARG3 (m / more
            :degree (l / lot))
      :ARG4 (d2 / do-02
            :ARG0 (p2 / person :name (n2 / name :op1 ""Lucy"")
                  :ARG0-of (h2 / have-rel-role-91
                        :ARG1 p
                        :ARG2 (f / friend
                              :ARG1-of (g2 / good-02))))
            :ARG2 t)
      :ARG1-of (c / cause-01
            :ARG0 (s / study-01
                  :ARG0 p
                  :manner (h3 / hard-02
                        :degree (s2 / so)))))"	"""a lot"" - :degree or :quant?"
30	Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.	"(h / have-degree-91
      :ARG1 (d / do-02
            :ARG0 (p / person :name (n / name :op1 ""Anna""))
            :ARG2 (t / test))
      :ARG2 (g / good-02)
      :ARG3 (l2 / less
            :degree (l / lot))
      :ARG4 (d2 / do-02
            :ARG0 (p2 / person :name (n2 / name :op1 ""Lucy"")
                  :ARG0-of (h2 / have-rel-role-91
                        :ARG1 p
                        :ARG2 (f / friend
                              :ARG1-of (g2 / good-02))))
            :ARG2 t)
      :ARG1-of (c / cause-01
            :ARG0 (s / study-01
                  :ARG0 p2
                  :manner (h3 / hard-02
                        :degree (s2 / so)))))"	"""a lot"" - :degree or :quant?"
